token_index,original_surface,normalized_surface,proclitics,host_surface,enclitics,word_class,word_class_subclass,word_class_verdict,inflection_skipped_reason,root_state,canonical_root,root_candidates,cra_form_family,cra_suffix_stripped,cra_reason_codes,phase4a_residuals,wazn,masdar,derivative_type,number,gender,person,tense_aspect,mood,voice,ambiguity_candidates_json,h11_h15_reached,h11_h15_filled_slots,typed_slot_count,filled_slot_count,unknown_slot_count,not_opened_layers,active_residuals,overall_verdict,has_unresolved_claims,licensed_claims,deferred_claims,taaqol_effective_verdict,taaqol_failure_code,taaqol_reason_codes,claim_key,evaluation_id,pipeline_verdict,error
75,الشُّهَدَاءُ,ءَلشْشُهَدَاءُ,,شُّهَدَاءُ,,ISM,LEXICAL_NOUN,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,DEFERRED,,,,,defer:root:non_standard_consonant_count,defer:root:root_path_not_opened_by_pre_root; defer:wazn:no_hypothesis_built,,,,,,,,,,[],False,,23,5,13,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,defer:root:root_path_not_opened_by_pre_root; defer:wazn:no_hypothesis_built,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,DEFERRED,,REQUIRED_SLOT_EMPTY; gamma:REQUIRED_SLOT_EMPTY,c86640dd5fd61d28ef5cf517a2e476f1d36d9aa41c34e03344552a426f361762,29a961735b375fcf,DEFER,
76,إِذَا,ءِذَا,,إِذَا,,HARF,CLOSED_FUNCTION_WORD,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,UNKNOWN,,,,,,,,,,,,,,,,[],False,,23,5,13,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,DEFERRED,,GATE_REQUIRED,8f3382051a4500e0260ca23a1ee1bd134606c2992baf1b3f76055e233a069f7d,641cbbff9b8079d6,ACCEPT,
77,مَا,مَا,,مَا,,HARF,CLOSED_FUNCTION_WORD,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,UNKNOWN,,,,,,,,,,,,,,,,[],False,,23,5,13,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,DEFERRED,,GATE_REQUIRED,0623a3b28f563a4f21a1cb5708ed589f6af49b7bf44de2ea1c34d42237ef753c,70332ff9eb762c41,ACCEPT,
78,دُعُوا,دُعُوا,,دُعُوا,,ISM,LEXICAL_NOUN,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,AMBIGUOUS,,دوع/ديع,,وا,defer:root:two_consonant_form_unresolved,defer:root:root_path_not_opened_by_pre_root; defer:wazn:no_hypothesis_built,,,,,,,,,,[],False,,23,5,11,PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,defer:root:root_path_not_opened_by_pre_root; defer:wazn:no_hypothesis_built,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT,RADICAL_R2 RADICAL_R3 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,LICENSED,,,09332befd2c0e4f1c3771bf2d336a50bef5d4ab10b4f5a428611ed61cbd817e4,779cde039a0b8bbb,ACCEPT,
79,وَلَا,وَلَا,وَ,لَا,,,,WORD_CLASS_DEFERRED,WORD_CLASS_DEFERRED,UNKNOWN,,,,,,,,,,,,,,,,[],False,,23,5,14,WORD_CLASS; RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE PROCLITIC_SLOTS SEGMENT_HOST PATH_DIRECTIVE_SLOT,WORD_CLASS_SLOT RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,DEFERRED,,GATE_REQUIRED,5ed7ea2aa88a18df4b3fca8aa1358fba99a3b8293264c77f4b790b5c9feffc6d,821e4ed01b95335a,ACCEPT,
80,تَسْأَمُوا,تَسْءَمُوا,,تَسْأَمُوا,,FI3L,VERBAL_IMPERFECT,WORD_CLASS_ACCEPTED,,KNOWN,سءم,,FORM_I_IMPERFECT,وا,TRILATERAL_ROOT_ACCEPTED,defer:wazn:unlicensed_but_structural_augment,,,,PL,M,2,IMPERFECT,JUSSIVE,ACTIVE,[],True,NUMBER_SLOT GENDER_SLOT LEMMA_SLOT,23,11,6,PATTERN; BAB; MASDAR; DERIVATIVE,defer:wazn:unlicensed_but_structural_augment,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT RADICAL_R1 RADICAL_R2 RADICAL_R3 NUMBER_SLOT GENDER_SLOT LEMMA_SLOT,PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET DEFINITENESS_SLOT PARADIGM_SLOT,LICENSED,,,ff3925a07591c18bfd880fb9845ab5eeaf9f32982a9b41fc8a28318d1f929e2f,a281c3c224a711f0,ACCEPT,
81,أَنْ,ءَنْ,,أَنْ,,HARF,CLOSED_FUNCTION_WORD,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,UNKNOWN,,,,,,,,,,,,,,,,[],False,,23,5,13,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,DEFERRED,,GATE_REQUIRED,5a82bd23d31dbfe327edca02dcd2d68d61e0251a8ed4783f10f3e7b01c4f2864,21ea7be30e9f32d7,ACCEPT,
82,تَكْتُبُوهُ,تَكْتُبُوهُ,,تَكْتُبُو,هُ,FI3L,VERBAL_IMPERFECT,WORD_CLASS_ACCEPTED,,KNOWN,كتب,,FORM_I_IMPERFECT,و,TRILATERAL_ROOT_ACCEPTED,defer:wazn:unlicensed_but_structural_augment,,,,PL,M,2,IMPERFECT,SUBJUNCTIVE,ACTIVE,[],True,NUMBER_SLOT GENDER_SLOT LEMMA_SLOT,23,12,6,PATTERN; BAB; MASDAR; DERIVATIVE,defer:wazn:unlicensed_but_structural_augment,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST ENCLITIC_SLOTS PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT RADICAL_R1 RADICAL_R2 RADICAL_R3 NUMBER_SLOT GENDER_SLOT LEMMA_SLOT,PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET DEFINITENESS_SLOT PARADIGM_SLOT,LICENSED,,,c825e236c45dd8db849ac0b3e92606c03d4c1c0a393001be8003fe656cb7a9eb,a335a95d6cf02c79,ACCEPT,
83,صَغِيرًا,صَغِيرًا,,صَغِيرًا,,ISM,LEXICAL_NOUN,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,DEFERRED,,,,,defer:root:non_standard_consonant_count,defer:root:quadriliteral_beyond_scope; defer:wazn:no_hypothesis_built,,,,,,,,,,[],False,,23,5,13,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,defer:root:quadriliteral_beyond_scope; defer:wazn:no_hypothesis_built,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,LICENSED,,,56276b86f261649464510b4baaa08842ae133ec5e9eecc8fa144e47817aa548b,002f7a735d74019d,ACCEPT,
84,أَوْ,ءَوْ,,أَوْ,,HARF,CLOSED_FUNCTION_WORD,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,UNKNOWN,,,,,,,,,,,,,,,,[],False,,23,5,13,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,DEFERRED,,GATE_REQUIRED,6fca13ca23715eae4e9a8ba114258ca12e91f2535b2ec2bca458f8039d663575,5a33935974651efa,ACCEPT,
85,كَبِيرًا,كَبِيرًا,,كَبِيرًا,,ISM,LEXICAL_NOUN,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,DEFERRED,,,,,defer:root:non_standard_consonant_count,defer:root:quadriliteral_beyond_scope; defer:wazn:no_hypothesis_built,,,,,,,,,,[],False,,23,5,13,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,defer:root:quadriliteral_beyond_scope; defer:wazn:no_hypothesis_built,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,LICENSED,,,17147bbb2732a45a17509c92c941ab82cc1343e5a0a7dc6bd9aa4616db47e020,53db6689bac9debc,ACCEPT,
86,إِلَى,ءِلَى,,إِلَى,,HARF,CLOSED_FUNCTION_WORD,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,UNKNOWN,,,,,,,,,,,,,,,,[],False,,23,5,13,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,DEFERRED,,GATE_REQUIRED,5a52c777433de4bb0e45dfa39a906658f8e587c0523bd08960b048e20db90362,e5f6cf2df75b29ce,ACCEPT,
87,أَجَلِهِ,ءَجَلِهِ,,أَجَلِ,هِ,ISM,LEXICAL_NOUN,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,KNOWN,ءجل,,FORM_I,,TRILATERAL_ROOT_ACCEPTED,,FA_A_LA,,,,,,,,,[],False,,23,10,8,BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,defer:bab:nominal_morphology_path; sami3i_required; transitivity_unknown; root_class_unknown,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST ENCLITIC_SLOTS PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT RADICAL_R1 RADICAL_R2 RADICAL_R3 PATTERN_CANDIDATE_SET,BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,LICENSED,,,0c08a69136c9bdf4023fcc3f543f2643cc16695d7c455b14b1c137748f4c4a38,a891caff0be3cc98,ACCEPT,
88,ذَلِكُمْ,ذَلِكُمْ,,ذَلِكُمْ,,ISM,LEXICAL_NOUN,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,DEFERRED,,,,,defer:root:quadriliteral_beyond_scope,defer:root:root_path_not_opened_by_pre_root; defer:wazn:no_hypothesis_built,,,,,,,,,,[],False,,23,5,13,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,defer:root:root_path_not_opened_by_pre_root; defer:wazn:no_hypothesis_built,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,LICENSED,,,03b9ae80935e1234a9b7f16dc7ef1f83333400a73f223ee43498574e977a6a86,7888bb94d1e994d4,ACCEPT,
89,أَقْسَطُ,ءَقْسَطُ,,أَقْسَطُ,,ISM,LEXICAL_NOUN,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,KNOWN,قسط,,FORM_IV,,AUGMENTED_ROOT_ACCEPTED,,AF3AL,إِفْعَال,,,,,,,,[],False,,23,9,8,BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,root_class_unknown,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT RADICAL_R1 RADICAL_R2 RADICAL_R3 PATTERN_CANDIDATE_SET,BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,LICENSED,,,ca8872a97a7be1b74bbeabe1a9ba837a781bffdd51c0c64a8c651aff62fa5f7b,7bee0553d1d43756,ACCEPT,
90,عِنْدَ,عِنْدَ,,عِنْدَ,,ISM,LEXICAL_NOUN,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,KNOWN,عند,,FORM_I,,TRILATERAL_ROOT_ACCEPTED,,FI3L,,,,,,,,,[],False,,23,9,8,BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,bab:nominal:not_applicable; non_verbal_wazn,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT RADICAL_R1 RADICAL_R2 RADICAL_R3 PATTERN_CANDIDATE_SET,BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,LICENSED,,,dfc88f8f88481c51e83a93247b4bee691ef23ee26247bcc1c5bb9336b59ed485,9625da7560b4e8d0,ACCEPT,
91,اللَّهِ,ءَللْلَهِ,,اللَّهِ,,,,,WORD_CLASS_NOT_AVAILABLE,UNKNOWN,,,,,,,,,,,,,,,,[],False,,23,4,14,WORD_CLASS; RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST PATH_DIRECTIVE_SLOT,WORD_CLASS_SLOT RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,DEFERRED,,GATE_REQUIRED,00f26cfbbf15891abaf3ebcc4ccccb3f4741f8220b058b1423527a8a677ff27a,db9013e9edb00e14,ACCEPT,
92,وَأَقْوَمُ,وَءَقْوَمُ,وَ,أَقْوَمُ,,ISM,LEXICAL_NOUN,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,DEFERRED,,,FORM_IV,,WEAK_RADICAL_IN_AUGMENTED_ROOT:DEFER,defer:root:quadriliteral_beyond_scope; defer:wazn:no_hypothesis_built,أَفْعَلَ,,,,,,,,,[],False,,23,6,13,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,defer:root:quadriliteral_beyond_scope; defer:wazn:no_hypothesis_built,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE PROCLITIC_SLOTS SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,LICENSED,,,54446266828c7a63890ff0dddd14777230b2406a4a143817364232b7fd99a08f,8fbcc64ab8e2d3da,ACCEPT,
93,لِلشَّهَادَةِ,لِلشْشَهَادَةِ,لِ,شَّهَادَةِ,,ISM,LEXICAL_NOUN,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,DEFERRED,,,,,defer:root:non_standard_consonant_count,defer:root:root_path_not_opened_by_pre_root; defer:wazn:no_hypothesis_built,,,,,,,,,,[],False,,23,6,13,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,defer:root:root_path_not_opened_by_pre_root; defer:wazn:no_hypothesis_built,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE PROCLITIC_SLOTS SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,DEFERRED,,REQUIRED_SLOT_EMPTY; gamma:REQUIRED_SLOT_EMPTY,2bb31b643aacc6f77ac421f83cdc257a37139006377b6f65559e4a330f52a12e,4e937b4f0cdfb354,DEFER,
94,وَأَدْنَى,وَءَدْنَى,وَ,أَدْنَى,,ISM,LEXICAL_NOUN,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,DEFERRED,,,FORM_IV,,WEAK_RADICAL_IN_AUGMENTED_ROOT:DEFER,defer:root:quadriliteral_beyond_scope; defer:wazn:no_hypothesis_built,أَفْعَلَ,,,,,,,,,[],False,,23,6,13,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,defer:root:quadriliteral_beyond_scope; defer:wazn:no_hypothesis_built,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE PROCLITIC_SLOTS SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,LICENSED,,,79104d7efbde7b5f751912cd28949e9b6ba6f8f3528cd603a514d8c938925e04,4973f4aa644a77d9,ACCEPT,
95,أَلَّا,ءَلْلَا,,أَلَّا,,ISM,LEXICAL_NOUN,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,UNKNOWN,,,FORM_VIII,,WEAK_RADICAL_IN_AUGMENTED_ROOT:DEFER,,اِفْتَعَلَ,,,,,,,,,[],False,,23,5,13,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,DEFERRED,,GATE_REQUIRED,ee31f64df2b6de200138d2032234ce64aca1c0cb08e48c9dc045d8c364c30563,c71101058e962a1d,ACCEPT,
96,تَرْتَابُوا,تَرْتَابُوا,,تَرْتَابُوا,,FI3L,VERBAL_IMPERFECT,WORD_CLASS_ACCEPTED,,UNKNOWN,,,FORM_VIII,وا,WEAK_RADICAL_IN_AUGMENTED_ROOT:DEFER,,اِفْتَعَلَ,,,PL,M,2,IMPERFECT,SUBJUNCTIVE,ACTIVE,[],True,NUMBER_SLOT GENDER_SLOT,23,7,11,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; PARADIGM,,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT NUMBER_SLOT GENDER_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,LICENSED,,,95f057b879a0f0844b68708e2a657d4674c8bf77e084269a45f7aab5fab2c5a6,832bc087e2d2ba22,ACCEPT,
97,إِلَّا,ءِلْلَا,,إِلَّا,,HARF,CLOSED_FUNCTION_WORD,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,UNKNOWN,,,,,,,,,,,,,,,,[],False,,23,5,13,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,DEFERRED,,GATE_REQUIRED,c9395f36198d9eb7fa719305abd2f7ef9a8cd1e9839232bd006b2bab0ad6cec1,47f9610e3bfcdb31,ACCEPT,
98,أَنْ,ءَنْ,,أَنْ,,HARF,CLOSED_FUNCTION_WORD,WORD_CLASS_ACCEPTED,WORD_CLASS_ACCEPTED,UNKNOWN,,,,,,,,,,,,,,,,[],False,,23,5,13,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; MORPHOSYNTAX; PARADIGM,,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET NUMBER_SLOT GENDER_SLOT DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,DEFERRED,,GATE_REQUIRED,5a82bd23d31dbfe327edca02dcd2d68d61e0251a8ed4783f10f3e7b01c4f2864,e292673cf009ead5,ACCEPT,
99,تَكُونَ,تَكُونَ,,تَكُونَ,,FI3L,VERBAL_IMPERFECT,WORD_CLASS_ACCEPTED,,DEFERRED,,,,ُونَ,defer:root:two_consonant_form_unresolved,defer:root:root_path_not_opened_by_pre_root; defer:wazn:no_hypothesis_built,,,,SG,F,3,IMPERFECT,SUBJUNCTIVE,ACTIVE,"[{""gender"": ""M"", ""number"": ""SG"", ""person"": ""2"", ""reading"": ""2MS""}, {""gender"": ""F"", ""number"": ""SG"", ""person"": ""3"", ""reading"": ""3FS""}]",True,NUMBER_SLOT GENDER_SLOT,23,7,11,RADICAL; PATTERN; BAB; MASDAR; DERIVATIVE; PARADIGM,defer:root:root_path_not_opened_by_pre_root; defer:wazn:no_hypothesis_built,COMPOSITE,True,ORIGINAL_SURFACE NORMALIZED_SURFACE SEGMENT_HOST PATH_DIRECTIVE_SLOT WORD_CLASS_SLOT NUMBER_SLOT GENDER_SLOT,RADICAL_R1 RADICAL_R2 RADICAL_R3 RADICAL_R4 PATTERN_CANDIDATE_SET BAB_CANDIDATE_SET MASDAR_CANDIDATE_SET DERIVATIVE_CANDIDATE_SET DEFINITENESS_SLOT LEMMA_SLOT PARADIGM_SLOT,LICENSED,,,19735d1db11bb09d084638e96042e12325835d9c8d1f17288132572895bd58dc,a06926caa64fb23c,ACCEPT,
